Sentence,Label
have a good day      ? http://blip.fm/~5yomt,Positive
 ...thanks for the shout out...you might be right about the starving thing....     little lol,Positive
 OMG!! that is tragic!,Neutral
 why do you hate me!?,Negative
 at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!,Positive
 Friends in Ent Industry have said it was really really good.  Hopefully I can convince my wife into a date night  #hhrs,Positive
 I`m going to turn it off. We Tribbles don`t need tracking devices!     #hhrs,Neutral
" since I`m reading the Twilight series and watching Underworld today, I gotta say...perfect pic for my day",Positive
Chillen with Csla.. Waiting to start.. Watchin pacquiao rerun..,Neutral
Damnation. I just woke up.,Neutral
" What makes me sad is when I follow someone I converse with and have similar bios, but they don`t follow me back!",Negative
*sigh* i always disappoint people who get in my way...  everyone .. i`m OUT.. i might disappoint everyone else here..,Negative
time to bed now!!,Neutral
Math quiz: If Meow =  but Allergies =   then Meow + Allergies = ?,Neutral
 Woo hoo - we have that recipe,Neutral
[Wrong!]  thanx  your THE awesome! http://tinyurl.com/ddqpoa,Positive
toy story 3! june 2010. i can`t wait that long.,Neutral
Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,Neutral
Watched The Rescuers Down Under with Dru and ate Mickey d`s. This is how Disney sequels *should* be done,Positive
 and no I didn`t burn the eggs.  We had a blast and the food was great all weekend. We had an awesome carne asada too.,Positive
 http://twitpic.com/4jk42 hey Gi! look at this pic of you and frankie that i took at the southend gig!,Neutral
  u guys are soo unfair smh...,Negative
"  hope you guys are having fun!  Can`t wait for ya`ll to be back, Wilmy isn`t the same without you",Positive
 oh my gosh! i know! happend yesterday,Neutral
"Why are young people attracted to trouble? this makes me sad!  ,<3 kMv",Negative
 My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,Positive
" yeah, not meant to be",Neutral
"#Beijing Good massage for you & Sexy girl & 100% real photo  13341015518 - w4 (Beijing): Hi, .. http://tinyurl.com/c48m6r",Positive
"is back from the park and is very sunburnt  cant wait 4  2night,and is gonna get smashed..bein sober jst wnt b as fun!",Negative
 Enjoy the ride,Positive
not so good mood..,Negative
is excited. Lots of good things happening work-wise here in Melbourne,Positive
 Yep! Tail between legs!,Negative
  Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.,Negative
" Oh whoops, my bad",Negative
" thanks, feeling good and off to New Forest later",Positive
Woke up early! Still sick,Negative
Just started feeling bad again  ugh. I hate it when I don`t feel good!!,Negative
" Everyone, please welcome my new friend, Kari, with a warm follow, as she just set up her twitter account tonight",Positive
I REALLY  should have gone to the Chiropractor this week . . And today  my neck hurts so bad,Negative
"_Griffin I spent yesterday nursing one of those, only replace Vodka with wine, and Japanese with posh dinner!",Neutral
awwww bless her  she needs another chance.,Positive
 your making me jealous now  I want one! How long have u guys been married?,Negative
_Reece naw missed it and the video cool looking sexy,Positive
 hÃÂ¯ÃÂ¿ÃÂ½rlich!,Neutral
" I should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so IM...)",Neutral
"finally, holiday.",Positive
"brother`s back!! && i found this really small dead bird on my deck  so sad, i basically cried.",Negative
got a super cold!,Positive
Im not friends with anyone anymore,Negative
At an art party. No crazy artists as such. Bit padestrian. No skanking,Neutral
watching the office......... also comedy gold,Neutral
 hahahahaha u look really good in ur picture,Positive
 tell him ill beat him up if he doesnt share,Negative
I hate waiting in lines,Negative
my portfolio v2 uploaded! any comments and feedback are warmly welcomed!  http://www.maxiin.net/,Positive
 That sucks man  I hope you have a problem-free weekend.,Negative
i am! lol its just i got used 2 talkin 2 ya..!,Positive
  He`s got adjusting his mate`s online shop... Zzzzzzzzzzzzzzz... Boring...,Negative
Yay me! I did good on my com final  I needa step up next semester forsure tho. No more distractions.,Positive
 I treat my hair so badly. It`s revenge for it turning grey prematurely,Negative
": I`m sure lots of that studio equipment was collected analog stuff that can`t be bought anymore.    seriously, condolences.",Negative
Hahah. Love them!,Positive
_Dew tokens haven`t been working for me all day....,Negative
"I`m pissed, someone took my wallet",Negative
 Thanks for the advice! Went to the doctor`s and slept a lot yesterday  Must be the meds.,Positive
hanging out with ambyr,Neutral
Nearly grand prix time,Neutral
 lol y??? .. trashed the kitchen ?,Negative
"This really sucks, I`m supposed to be home in a couple of days and I`m not  I hate borders and visa`s.",Neutral
 LMAO i want him to reply  booooo you  REPLY TO ONE OF US lmfaoooo,Neutral
i wanna watch PCD concert dad,Neutral
yummy yummy ice creammm  i hate heels &whoever made this pair.,Neutral
 Nope. Just come back to CT,Neutral
_85 Aaaargh help -it`s a conspiracy LOL! How are you today Lizzi?,Neutral
iTunes upgrade reset playcount to zero  How will I know which one of 143 Hasta Siempre versions I liked best?,Positive
  what`s wrong with debbie?,Negative
 Ahh dang of course it had to do that  She better e-mail you back fast!,Negative
 *HUGS you*  awwww......i`m sorry you are feeling sad E!,Negative
"Last night, bad guys tried to enter in my garden . I was alone and I really got scared. Now, i feel really stupid. NOT FUNNY",Negative
"Broke Up with girlfriend, FEELING Very lonely and heartbroken  Sad times guys (N)",Negative
have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.,Neutral
 Thanks for getting me bottled water.,Positive
I miss him soooo much  not gonna see him for 2-3 months,Negative
Why do none of my thoughts make sense when I`m sober?,Negative
"Starting my internship today, pretty excited!",Positive
"These kids are terrible! If I was in Good Evans, I`d call Childline",Negative
"bye y`all wolverine soon  ooaf hugh jackman, tell ya what he can sctrahc me anytime ;)",Neutral
_22 ok so I`m having a complete insomniac moment. It`s 6am(almost) and I`m STILL awake. I hate when I can`t stop thinking!  mornin!,Positive
 Same here  Mmmm... Macrina Bakery.,Neutral
i`m pretty bored/tried. my mom is going to be home in an hour.  is fixing to leave. aww...  she`s going to texas for a month..,Negative
Is up so early and proppa shattered and knackered,Negative
 they prob are sold out.    all i wanted was to see them for my bday lol,Neutral
Good mornin` everyone . Beautiful sunday for all the beautiful moms of ours. Had my breakfast with the lady ....   Lets move on .,Positive
Good morning! I`m just woke up it`s Mother`s Day,Positive
hm i`m happy but i want to join drama practice today !,Positive
" It`ll be worth the wait, I`m busting a gut here.",Positive
"You follow me , I follow you. As simple as that",Neutral
 OMG that`s really good i want to see the photos! have a nice day,Positive
enjoying this whole relaxation thing,Positive
_II It`s foggy here,Neutral
This is a status update to twitter from ICE  Timestamp: Sun May 10 10:57:44 CEST 2009,Neutral
 i miss you too,Negative
 I really wish I could convince Brandon to move somewhere like that. All he wants to do is move to Lexington.,Positive
" LOL! based on my last post then, I`ll plan on using you as a reference",Neutral
"nvm, i`ll stop. whatever. see you 5th i guess",Neutral
  okay i need to find another way then lolz,Neutral
Feels very ucky today... I need more DEFENSE Vitamin Water because I don`t want to be sick no mores,Negative
 http://twitpic.com/4gemf - I can definitely appreciate this. The simple things that make my day...,Positive
" Apple`s ads aside, I`d rather have recommendations from real people who have real experience with the iPhone apps I seek.",Positive
" It has, however, got me out of doing the gardening - something for which I am eternally pleased",Positive
_music aah i stopped getting your updates on my home page!!  saddd..im guna re-follow you ..it worked with tswift,Negative
" lol, I haven`t made anything yet, I`ve just spread all my supplies out over the dining room table",Neutral
"skipping school w/ carleigh today, both of us barley got an hr of sleep last nite. i got a new bby kitten! shes all black",Neutral
 Oh no  I hope you reach him!,Positive
Morning & welcome new followers! I tweet business & pleasure so just fair warning,Positive
I am following Mya,Neutral
 I look forward to having one very soon,Positive
Oww. Can`t even describe how much my back hurts. Going to have to go to the stupid doctor.,Negative
 Are you still taking calls? We were next to talk to you and we got disconnected before you got now.,Neutral
My son had surgery yesterday so mommy and son time won`t be as long today,Negative
 - great site.  The photos on it are fantastic.  Will be very useful for my visit to Pembroke (inc Skomer) in June,Positive
I had my hair cut today and my boyfriend didn`t notice....,Neutral
 awesome run report!   Did you see the bald eagle on the lighthouse?  That was their hangout when I last ran Discovery Park.,Positive
 see u bye see u!  i love the hot30,Positive
I want it to be Wednesday already so I can hurry up and go to New Zealand so I`m busy and not sitting here bored and stressing,Negative
Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!,Negative
"29 mei, missing my dad for over a year now",Negative
"bah, i h8 waking up",Negative
- It`s time for Kathleen to go to bed... waaaaay past time. Don`t expect to hear from me before noon. lol  Have a BLESSED morning.,Neutral
is at cindy babys house......taking in these last fridays we have together  DR!!! i hope,Positive
 it is so sad that me and my roommate fry chicken just about every night @ 330 4. We just finished tonight`s batch,Negative
 i want one so bad  get one for me ?? (:,Positive
Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it,Positive
 OMG!!! That`s a nightmare,Negative
have yet to start this paper due tonight. i have no motivation,Negative
was laughed at today for being too hopeful with the things...,Negative
 it doesn`t work with the iPhone yet   I love it for the simplicity but I need to be able to sort tasks on my iPhone to be useful,Neutral
happy that Google Wave is trending.  Can`t watch the video for it... certain flash videos are blocked by my company`s network.,Positive
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",Positive
not really in the twitter mood today... i don`t know what to do,Neutral
"Watching Rugrats  anndd Tweeting, of course!",Neutral
"was doing a hard copy doc review,while writing comments realized `ve forgotten writing i.e. on paper,can hardly recognize or read it back",Negative
I`m in French and we don`t have a teacher.  One hour left til school ends.,Negative
" no idea offhand, but if you keep tweeting about crowdsourcing graphics I`m sure someone will tell you",Neutral
 oi  i love you,Positive
My flip flop just broke...walking in downtown seattle,Negative
 awww  i mish u too ladie whats been good?,Positive
Work...,Neutral
I lOve this day  No school --> studyin` quietly,Positive
" take it. mmm, definitely.",Neutral
"Oh yea, and I feel really feckin tired today !",Negative
" sorry again, I don`t have a twitter ap on my phone, so I only text to it, I can only reply on the internet for now.",Negative
 nah ;) when a single person posts about 200 tweets a day is hard to cope with on my android phone when I`m unable to filter,Negative
Fever of 103. Awesome. My tonsils are so swollen I can`t even eat solid food. Still on location  the pictures rule though,Neutral
 as to sleeping with whom ? You have your rocking sheets  I hope the smoothness is endulging can`t wait for my blankets),Positive
 i missed the sun as was too busy gettin hot and bothered in the shops  will have to make up for it at the weekend! x,Neutral
 Is it that quiet at the office?,Neutral
"Had drums, but they where made up of other peoples sets, so, had to give them all back",Neutral
 Can I have a splodge of ketchup on mine please?!,Neutral
thanks for the raspberry-Laced Vanilla Cake,Positive
 I  have a visual.  I`m smiling.    see,Positive
" I LOVE fresh garden veggies...especially tomatoes!  We are in a tiny apartment, with a non-sunny patio!",Positive
going to bed. good night everyone! i love you all (or should i say good morning?)  sweet dreams,Positive
"is almost done with the third/chapter cover page, yay",Positive
" Re: meetings, you were right.  My afternoon has started to fill up",Neutral
 aw i wish i could.  i have to get ready for atlanta and i have to come into work since I am behind on work,Neutral
Tummy hurts,Negative
just got my BMTH concert tickets  ? youknowimsofreshtilldeath?,Neutral
 *hug*,Positive
"_cheryl Lucky, now I want to teleport",Neutral
happy 1 year! <3,Positive
im feeling like ish!  i just wanna go home and go mimis,Negative
 _defcon1 I gather you guys continued the drinking after I left?,Neutral
 dont get too excited bby i hear thunder rolling in,Negative
" get better omg i still dont believe that i didn`tgot a picture with you  it`s soo sad, i don`t now when i`m gonna see u again",Negative
 Jars was gonna be my answer,Neutral
"_reality morning trish, have fun today",Positive
kind of.i`m trying to make sure i have everything yet still look after the boy.hubby isn`t home yet,Positive
Grass mowed. I can haz playtime now? No?  says we have errands to run,Neutral
 Oh no!,Negative
Glad to see  and more Red Bull Air Racers here keeping us in the loop,Positive
Trying to figure out how to use this twitter thing  Hahhh,Neutral
_another_1 I love that we just get a little peek of your dimple,Positive
going to bed,Neutral
home from taking Nick home - a little lighter in pocket after being flashed by a speed camera,Neutral
home from school today,Neutral
",:Mother, Happy Mother`s Day.... and to all Mom`s there......  God Bless yhaw all... ?",Positive
starts tomorrow and I start to study again,Neutral
  Good Morning!,Positive
 i live in manchester england but still have never been to london,Neutral
 Just discovered your `Band from TV`... you guys are really good! Love the music,Positive
I AM OFFICIALLY CELEBRATING MY 400TH TWEET. Wow! I am so proud  Its great.,Positive
Greenville for the weekend for my best friends birthday and leaving way later than i wanted...,Neutral
soooo sunburnt  my mum was out earlier so i had to wait for her to get in and fell asleep on the trampoline for 2 hours in the sun (U),Negative
Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7,Negative
Yep. That good feeling didn`t last.  back to sleeping for me.,Positive
I think I may have ruined a friendship this week by getting carried away,Negative
 Not available in my area  I would too,Negative
Justin is SO warm! It makes me worry when they have a high fever and I go to sleep.,Negative
 awesome! I am at 1505 west lake street: right across from the dunn brothers on lake,Positive
wants to go swimming,Neutral
 rentaphone  yesy have,Neutral
 Mmmmmm I love curry. Don`t have an Oregan though.,Positive
_west one day the hubs and I WILL take one of those. There`s actually a missions cruise that we want to go on. It has music too.,Neutral
"Yes, he`s really back!: I couldn`t wait for this day to arrive and finally it`s here! Gale is back!!!  I`m pos.. http://tinyurl.com/dzzaf5",Positive
 at the store! Lol I don`t have any liquour here,Neutral
"still fighting off this cold, ugh",Positive
 Eeee! Hiya!  Haven`t spoken to you in ages! How you doing? *enormous hug*,Neutral
 yeah... WE STILL NEEDA HANG OUT! Lol. I`s glad you had a super time at the show,Positive
going to hannah movie @ 6.30,Neutral
wants to wish all the moms out there (and moms-to-be) a very happy Mother`s Day!,Positive
 I just added a butt to your name in my phone after I made you go home in the cold. Because I love you!,Positive
  hey!! how are you??? you found me,Neutral
HAPPY MOTHERS DAY TO ALL THE MOTHERS IN THE WORLD ESPECIALLY THE TWEETER MOMS,Positive
you know you love your mom when you stay up this late just to wrap her gifts (which look glorious) & hand-make a card.. happy mothers day,Positive
I feel like I`m going to toss my cookies,Neutral
Packing up my desk,Neutral
_avenue Love your website! Wish I lived closer to sample the cupcakey treats,Positive
Goodnight all! No iPod still but found my old MP3 player...we`ll see how long it holds out for.  ****,Positive
"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea.",Negative
at dancing...waiting for my turn  hope i get my newww cd with the funky reel music todayy!!!,Negative
so instead of laying out in this 90 degrees i`ve gotta give 32 fourth graders miso/rice/sushi/mochi in an hour  fml,Negative
 Sorry for your loss.  I know how you feel.  She or he was a lucky cat.,Positive
wants to hear his voice,Neutral
  heyyhoo!heyhey,Neutral
geez why do u have to be SO obvious?,Neutral
had a nice time with her little sister...baby is all grown up,Positive
Yum chocolate sorbet! She barely even shared  http://twitpic.com/67azl,Positive
 Flo is one of my Backup wives in case Renae gets abducted by Aliens or Russians. But if Flo`s pregnant it changes things,Neutral
be sure to tell your Mom you love her and thank her for putting up with you!,Positive
Havnt gotten any in months  my ex seems into dating but there isn`t that spark anymore  still in love with loser who left me,Negative
Dinner with the fam... I have missed them,Negative
im at scotts being a fatty,Neutral
 thanks.. that was quick..,Positive
HAPPY MOTHERS DAY MOM!,Positive
 haha  cute. ps thanks for the reply made my day haha,Positive
Man with a kickin` top hat just left. Invited me to blues jams session put on by street musicians. HarpmanHatter.,Positive
Snoops uncle who was the COOLEST dancer EVER!!!!!!  http://twitpic.com/4wfqn,Positive
I was gonna get off at 230 2day. Just found out I`m stayin til 630,Negative
so tired.   only need to be here another 30 minutes.,Negative
farrrrr . pdhpe assignment due next week and have english homework !,Neutral
 no omelette today  dim sum tomorrow! FEAST!,Neutral
My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental,Positive
Ken Wilber - Realistic Expectation of Integral Wisdom: http://tinyurl.com/clfzdx ...very interesting.  I don`t mind the video quality.,Positive
Now to go home and cry,Neutral
"just watched terminator 2 and i cried, Its the one movie that makes me cry for some reason when arnie dies!  im lame!",Negative
 I won`t b hereeeeee. Imma b in georgia  and then I`m off to LA. Grrrrrr!,Neutral
" I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",Positive
Going to miss my roomie ... We will no longer be roomies starting tomorrow,Negative
 ME TOO! hehe i hate colds. totaly annoying...,Negative
 The thought of splitting the estate is depressing of course! (KIDDING!) I don`t like the thought of my parents dying,Neutral
 xD send it!,Neutral
Watched the White House dinner speech by Barack. He`s just so many kinds of awesome!,Positive
"There go my big plans... thanks, tonsils.",Negative
 that is definitely a blast from the past,Positive
just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,Negative
"watching a boring police prog after making a fab pasta dinner, trying to cut down on alcohol so only had water",Negative
 That`s one of the reasons we thought 'Should we have a kid?'  'Nah - let`s get a piano instead.'    You poor buggers,Negative
Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn`t,Negative
 It was an app that changed your wallpaper to one of several hundred at random intervals. It`s hard to find good wallpapers.,Negative
 lol takes some getting use to  Just replying to your email. Power keeps cutting out here :S,Neutral
" Awww, yeah, I love that one.  I remember seeing him at Great America w/ Tassi.  Such a great memory",Positive
i lost my phone.,Negative
"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",Positive
i had a new friend who called himself shame.,Negative
F1 & Star Trek...what a great Sunday,Positive
I work in one hour,Neutral
" Oh, that`s bringing back fond memories... I WANT to, but I can`t leave the kittens! (I sent you another pic of Balloon)",Neutral
Hairdye patch test has just smeared all over my WHITE duvet cover  **** ****. <3,Negative
just finished eating,Neutral
#mikeywayday? Count me IN,Neutral
" Lol, yes  Hence my wanting to watch more!",Neutral
PayPal hates me.  It refuses to let me verify my account.,Negative
Heading home after a long week. Wish someone onther than marketers would follow me,Positive
 no...i`m just tired..,Negative
I can`t get to bed,Neutral
"4 novos followers http://migre.me/SfN Sorry, the account you were headed to has been suspended due to strange activity. strange ÃÂ¯ÃÂ¿ÃÂ½ ÃÂ¯ÃÂ¿ÃÂ½timo",Negative
I`ve got a headache  !!!,Negative
Wow.....I`ve been stood up  Might as well go to work.,Neutral
"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc",Negative
coming home tomorrow with a car full of treasures,Neutral
Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!,Neutral
Got tired of the kitchen being uninhabital so swept and mopped the floor when its dry I`ll do the work tops,Negative
 Might be a while before I get around to it. Not sure if I will make it flat out in HTML or through WordPress. .. Fun fun fun,Positive
" ah yes, I know that feeling",Neutral
Off to prom. Say hi to me,Neutral
Okay i feel really sick now,Negative
"  Yeah, physically moving too!  Apparently we`ll be reporting directly to Mr. Hayward...",Neutral
"I`m going through withdrawls,  missing someone!!!!",Negative
Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now,Positive
" - Aww, yeah, dear Nicky  .",Neutral
 WORD!!!!!,Neutral
still can`t believe all of the gig posters in the Little Civic have been taken down!?,Negative
 buy me a taco! haha. i don`t want to stand in line,Neutral
I got dropped froma coupla ppl that were following me  **** Detroit Fans!!!,Negative
up and reading the (maltese) sunday newspaper over coffee... Aaaah.. Glorious Sundays,Positive
 just make sure you have it well done,Positive
 and now I am starting to feel really old.,Negative
Scary guy on colbert...,Negative
I dont think my twitpic is working,Negative
Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great.,Neutral
_xD What I TRIED to say was `it seems like the people of Facebook don`t agree`... I guess I fail  -cries-,Negative
" No, rather we`re OMG it`s nearly Monday",Neutral
you always seem to know exactly the right thing to say. thanks.  - http://ilikeucoz.com/m/1123 #youregreat,Positive
Just got to school. Goin to Cinncinatti Wednesday!,Neutral
 im good! im on my laptop using and external internet plug. i need to send it away to be fixed,Positive
" Good for you! I don`t think I`ll be joining later. I`m hyper as hell, though. WHEE!",Positive
morning(ish)  hows everyone?,Neutral
" Yeah, but you`ve got admire someone who takes job satisfaction to the Nth degree",Positive
Wishing all the Mama`s out there a very Organic Happy Mother`s Day,Positive
 It does it sometimes - it should come back ;) And the car thing sucks - I feel all anxious and yucky now,Negative
 not if you have to be to work at six...,Neutral
20 John: :   http://tinyurl.com/cq5nkp,Neutral
"well i guess it all depends,undergarments.",Neutral
 so neat hearing U on kiddshow today wish I was there,Positive
_Rain oh what the hell  way to tell me.,Negative
"  Either way, that`s unfortunate to hear  Thanks you both for the head`s up.",Neutral
.. i am going to fail my art final. FML. this was by far the worst semester of my life school wise- otherwise it was the best,Neutral
 follow me please!,Neutral
 it took me months to understand your avatar,Neutral
 she had another song out recently but it didn`t get that much play,Neutral
 another purse? Need to see photos.,Neutral
 I might give it another go.,Positive
is highly amused I wasn`t treated nicely like any other patient..not my fault my life is better than yours.,Positive
Goddamnit! If we live in an age of constant communication why can`t anyone return a text,Negative
is sad she got her plans cancled,Negative
Laying in bed texting. Good night ya`ll,Positive
Moving today!!  I`m so excited!,Positive
" they are all over one is a fan with a vip and the other one is the winner of the twisted vid  het si weer eens raar gelopen, chaos",Positive
Bumping Air Supply`s Greastest Hits,Positive
" Thank a Chu?t ÃÂ¯ÃÂ¿ÃÂ½  Ch?c v?y quÃÂ¯ÃÂ¿ÃÂ½, hik, ch?c em ph?i ?i h?c 1 khÃÂ¯ÃÂ¿ÃÂ½a ph? c?p ki?n th?c c? khÃÂ¯ÃÂ¿ÃÂ½ g?p =.=",Positive
"Home from Ghosts of Girlfriends past with my lovely luddite  Not exactly high theatre, but a good date movie!",Neutral
_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe,Neutral
i think they play michael buble in Heaven. He`s that great.,Positive
White House?  This thing`s a lifesaver: http://snipurl.com/hkuj9,Positive
 lol i hope i find someone to give me one too! lol,Neutral
  Will we be able to see clips/episodes on the C4 website from America?  Or will I languish reading the news stories again?,Negative
Having a boo-hoo day. Things just suck today,Negative
wow its follow friday and i havent tweeted... Fail. And nobody has followed me today  dble fail. *suicide*,Negative
Happy Mother`s Day :] I lovee you mami,Positive
"spent the whole day editing in Pro Tools...i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.",Neutral
"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat",Negative
going to a garden centre today. should be funn :/ currently drinking egyptian spice tea and watching hollyoaks,Positive
I dont feel well  i got a dentist appointment later.,Negative
 gl and say hi for me!,Neutral
just broke a vase that i didn`t even get a chance to use,Negative
 happy to help,Positive
" ah, I`m so sorry it  I played a game of PSP with my friend tonight, and returned a while ago.",Negative
 but lorraine kelly is a sexy mama!,Positive
Going into liverpool soon,Neutral
just going to cook some lamb chops for lunch - I always end up coking just before pay day and amaze myself at how much I can cook,Positive
 that`s crazy why would anyone not follow you? Your tweets are so much fun,Neutral
" oops, me and my drunken stupor lol. Ima check it out",Negative
"  ha ha, and what game is that? i like games",Positive
Watchin tyra bored like always  my stomach hurts,Negative
I can`t believe how fast this week has gone by,Neutral
Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad it`s in the Mission Viejo mall,Neutral
 it wasn`t that good tonight  I know DCD though .... I won`t say what happened!,Negative
 Sorry I didn`t go  Jesus wasn`t feeling it. And you know I can`t see it with out my best bud. Well that movie anyways ,Negative
posting my first tweet!!,Neutral
So much to tell-Only blip is her immune system hasn`t recovered-not yet a newborns. Give it 6 more months.  But that`s nothing.,Negative
", ahhhhhhh so excited for july 21 (: ecxept stupid australia won`t get it til like decembbberrrrrrrr  but stilll ahhh! congratss.",Positive
Watching Ripley`s Believe it or Not while eating=bad choice,Negative
Funtime was not a lot of fun!! But finally done with it,Positive
"Tomorrow is Mother`s Day! What did you get for your moms?! If you don`t have a gift, just tell her that you love her.",Positive
"right, caffeine levels topped up, few more hours revision then #f1 time  `mon the jenson.",Neutral
"on my way to get some Maggie Moos Peanut Butter Galaxy, then home! thank god this week is done. 4 meetings in 1 day!!!!",Positive
 what happened to your phone,Neutral
" Say cheese for the camera, or throw up some Western Mass gang signs to be cool",Positive
" yeah, that does sound a bit bad man... i got **** exam week this week",Negative
 now that`s an imtetsting visual.,Neutral
 boo,Neutral
 The devil you say!  I`ve been waiting for the Black Widow in movies and now she won`t be awesome at all.,Negative
My throat is on fire,Neutral
 I will be sending it to you when I get my first check if I make enough lol I have only worked like 8 hours so far,Neutral
http://twitpic.com/666gy - My glass is empty. Will someone be a dear and fetch me another?,Neutral
"** gifts & honesty box messages has been discontinued due to abuse ** - hehe, dalÃÂ¯ÃÂ¿ÃÂ½ÃÂ¯ÃÂ¿ÃÂ½ facebookovÃÂ¯ÃÂ¿ÃÂ½ aplikace na hovno",Negative
"Sitting in mels house, just finished eating mcdicks, laughing at all the dumb stuff I said tonight!! Ready for bed? I think so",Positive
 I`ve heard this fall. I`m waiting too!,Neutral
 say Hi Nikki pleaseeeeee...lol.   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),Neutral
" Aww, why not?",Neutral
 ew agreed,Neutral
Thanks for pointing out the crucial problems . Both of them have been taken care of  (cc: ),Positive
" Masson I`ll give you the link, it`s quite handy",Positive
"I wish I was at Disneyland or watching Star Trek like other people are doing. I swear, I must be the only sap who works on Fridays.",Neutral
omg J.O.N.A.S. is my new fave show <3 one guess as to why hahahha,Positive
"  I care about Eurovision! And yes, they have a 50% jury-based vote this year  #eurovision2009",Positive
sooo cloooseee,Neutral
@__sugar oh no  i am always here ;) <3,Neutral
"the swine flu is in robina, gold coast",Neutral
"_fred6 Awww... :/ I guess that`s both good and bad, moving is not an option I guess?  Mhm, so are you, hehe ;) (we have same time?)",Neutral
each day is a new beginning,Positive
 I had an account at a local comic store that I ran to 4k  at one time,Neutral
 Hmm Ok next time i see you il just get you to explain to me the whole process  haha,Neutral
"good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!",Positive
Thinkin` Twitter is interesting.,Positive
" wooo what a fight !!! goooo Vicky , i am with you",Positive
trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it,Neutral
 WELCOMEEE BACKKKKK,Neutral
 probably not. I hate when that happens!,Negative
 I know... It was just a joke... all in good fun...  some people get my humor & some don`t...,Positive
Watering the plants at home. Drinking a delicious smoothie from morgans because my jamba exploded.,Positive
  E3? Nice! I wish i could go! make sure to take tons of pictures!!!,Positive
 Sounds pretty cool. Great job man!,Positive
Dfizzy if you ever read this Uh i got one question for you ^^ Would you ever date a fan?  Lmao!,Neutral
Officially Mother Day here HAPPY Mother Day to all the MOMS,Positive
"LOVED AP Tour in Columbus, OH last night! I`m still exhausted! Goin to bed now so sweet dreams!! gnight!!",Neutral
on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next,Neutral
has a headache from the the heat.,Negative
Just a reminder to Hydra clients to check your email for important account updates!,Neutral
  awwwww  would a virtual high five make it any better?,Negative
"Darn, I had one and it slipped right through my fingers",Neutral
Elena left this morning. Nine months spent living with her and now it`ll probably be about 2 years till I see her again. Hmph.,Negative
Good Morning everybody and happy Mothers Day!!!!,Positive
 aww  cant wait to have you back in LA! <333,Positive
just got home from the last day of school.  graduation tomorrow.,Neutral
 oh it just takes me after i sign in to an error page,Neutral
 what are you doing here? I thought you were back at work today!,Neutral
 4X4s are the shizz,Neutral
Assignment actually looking pretty decent....so glad I changed my topic at the last minute,Positive
Can`t believe how gorgeous the weather has been today & I`ve had to spend it at work!,Positive
i hate being sick. i miss   and ,Negative
jus skinned my knee. Wat am i 6!?!?! Hurts lyke hell tho. Its always tha little ones that hurt tha most.,Negative
 no fair,Negative
"I feel sick..like don`t wanna get out of bed, be bothered, don`t go 2 work, turn da light off, pull da shades n tv off type of sick",Negative
Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.,Positive
_roo you`re welcome.,Positive
bowling with cousins  awesome,Positive
 you can use my alotment,Neutral
"why I love so much, why your make me smile all the time? why your so special but i cant have u  ? I get scared to try.",Neutral
 same with drunk guests.. Our jobs are pretty similar sometimes,Neutral
This week has been so lonely without gossip girl xoxo,Negative
 i know!!,Neutral
 aww sweetie  you could always take a break and read or write something happier that`ll make you feel better,Positive
yess! talking 2 a hott guy!  happy **** ****!,Positive
